RowID,Scores
739,0.370856
740,0.358039
741,0.368305
742,0.426373
743,0.362650
744,0.421196
745,0.355284
746,0.363861
747,0.377107
748,0.368691
749,0.345755
750,0.392732
751,0.426717
752,0.370219
753,0.360441
754,0.350772
755,0.353414
756,0.364926
757,0.355115
758,0.358641
759,0.358539
760,0.357276
761,0.376835
762,0.403060
763,0.414874
764,0.398129
765,0.357218
766,0.412327
767,0.348645
768,0.350106
769,0.369948
770,0.390764
771,0.378979
772,0.349803
773,0.356462
774,0.349118
775,0.372456
776,0.404593
777,0.354913
778,0.380590
779,0.373061
780,0.399212
781,0.364550
782,0.391927
783,0.348181
784,0.396605
785,0.387183
786,0.391635
787,0.423342
788,0.358742
789,0.366000
790,0.348030
791,0.371295
792,0.433483
793,0.370878
794,0.390502
795,0.364474
796,0.415689
797,0.359457
798,0.354583
799,0.425397
800,0.365294
801,0.388470
802,0.383702
803,0.399691
804,0.418926
805,0.375729
806,0.375551
807,0.410761
808,0.368397
809,0.347935
810,0.414480
811,0.369202
812,0.387135
813,0.380974
814,0.365407
815,0.368643
816,0.378814
817,0.408056
818,0.354052
819,0.398925
820,0.393230
821,0.392629
822,0.409856
823,0.401728
824,0.351699
825,0.381463
826,0.349410
827,0.364778
828,0.374378
829,0.381492
830,0.376077
831,0.345831
832,0.363835
833,0.361032
834,0.373431
835,0.349393
836,0.352544
837,0.378839
838,0.376956
839,0.382428
840,0.357353
841,0.409472
842,0.356086
843,0.372137
844,0.368177
845,0.422557
846,0.359987
847,0.366394
848,0.354122
849,0.374810
850,0.346341
851,0.379219
852,0.373311
853,0.373775
854,0.396235
855,0.362826
856,0.366706
857,0.369009
858,0.386984
859,0.364773
860,0.413762
861,0.366694
862,0.366450
863,0.388989
864,0.431658
865,0.361281
866,0.372021
867,0.390373
868,0.372210
869,0.404228
870,0.364675
871,0.415060
872,0.364055
873,0.379081
874,0.359371
875,0.376622
876,0.422368
877,0.431047
878,0.416896
879,0.377414
880,0.363629
881,0.376514
882,0.360773
883,0.357979
884,0.370519
885,0.369823
886,0.399984
887,0.375873
888,0.395557
889,0.347148
890,0.364626
891,0.392374
892,0.382546
893,0.385975
894,0.423346
895,0.398965
896,0.406745
897,0.382116
898,0.360281
899,0.392907
900,0.349700
901,0.415435
902,0.359931
903,0.400152
904,0.399416
905,0.402063
906,0.383827
907,0.347791
908,0.362065
909,0.390931
910,0.370769
911,0.376032
912,0.393944
913,0.378605
914,0.364336
915,0.362738
916,0.410907
917,0.373427
918,0.347096
919,0.382065
920,0.346745
921,0.398299
922,0.379195
923,0.419741
924,0.384832
925,0.375296
926,0.371884
927,0.373711
928,0.366568
929,0.348851
930,0.366511
931,0.355374
932,0.424912
933,0.375284
934,0.384102
935,0.372472
936,0.372051
937,0.440621
938,0.378624
939,0.400538
940,0.372996
941,0.369674
942,0.383301
943,0.379791
944,0.368139
945,0.404881
946,0.358518
947,0.376228
948,0.351441
949,0.351249
950,0.363749
951,0.370932
952,0.382090
953,0.351898
954,0.360192
955,0.363918
956,0.375347
957,0.385605
958,0.357724
959,0.359216
960,0.353118
961,0.368453
962,0.361319
963,0.347419
964,0.348479
965,0.373466
966,0.368480
967,0.348387
968,0.355553
969,0.383494
970,0.365548
971,0.380393
972,0.421345
973,0.395951
974,0.393522
975,0.390744
976,0.359475
977,0.355783
978,0.383942
979,0.351476
980,0.389110
981,0.390464
982,0.372811
983,0.364199
984,0.348397
985,0.410109
986,0.376602
987,0.357640
988,0.355351
989,0.371305
990,0.374179
991,0.408823
992,0.363370
993,0.371477
994,0.362257
995,0.416954
996,0.402155
997,0.426663
998,0.409397
999,0.368414
1000,0.368583
1001,0.372673
1002,0.366794
1003,0.408113
1004,0.359277
1005,0.351274
1006,0.370739
1007,0.353895
1008,0.350141
1009,0.403483
1010,0.401973
1011,0.350985
1012,0.352452
1013,0.357161
1014,0.371049
1015,0.351930
1016,0.404806
1017,0.433023
1018,0.377646
1019,0.359264
1020,0.362978
1021,0.381813
1022,0.380940
1023,0.402544
1024,0.365527
1025,0.353614
1026,0.357062
1027,0.347863
1028,0.417921
1029,0.366262
1030,0.347722
1031,0.395833
1032,0.389820
1033,0.385266
1034,0.383217
1035,0.389050
1036,0.377563
1037,0.347214
1038,0.350182
1039,0.352720
1040,0.348026
1041,0.371672
1042,0.378333
1043,0.361145
1044,0.373341
1045,0.364586
1046,0.358704
1047,0.408957
1048,0.371924
1049,0.413542
1050,0.399554
1051,0.389246
1052,0.395738
1053,0.397746
1054,0.345669
1055,0.372155
1056,0.370677
1057,0.365757
1058,0.351205
1059,0.380727
1060,0.441061
1061,0.418512
1062,0.364639
1063,0.357936
1064,0.396444
1065,0.407665
1066,0.361182
1067,0.372042
1068,0.362236
1069,0.439745
1070,0.414473
1071,0.358690
1072,0.364387
1073,0.381426
1074,0.392761
1075,0.345311
1076,0.376040
1077,0.354212
1078,0.359469
1079,0.387229
1080,0.356739
1081,0.362932
1082,0.366471
1083,0.350087
1084,0.430733
1085,0.369056
1086,0.369673
1087,0.371777
1088,0.361098
1089,0.374214
1090,0.364597
1091,0.368691
1092,0.359119
1093,0.357272
1094,0.372043
1095,0.360919
1096,0.388438
1097,0.348244
1098,0.356774
1099,0.369934
1100,0.386265
1101,0.428475
1102,0.433349
1103,0.361651
1104,0.364685
1105,0.372945
1106,0.399610
1107,0.393126
1108,0.372350
1109,0.414199
1110,0.369294
1111,0.363976
1112,0.377516
1113,0.393585
1114,0.373623
1115,0.355762
1116,0.356206
1117,0.360811
1118,0.377067
1119,0.410020
1120,0.367011
1121,0.388279
1122,0.353657
1123,0.398649
1124,0.357497
1125,0.368340
1126,0.400450
1127,0.373704
1128,0.400698
1129,0.356466
1130,0.388054
1131,0.375628
1132,0.372681
1133,0.352566
1134,0.382536
1135,0.359607
1136,0.350938
1137,0.348399
1138,0.372677
1139,0.353509
1140,0.368607
1141,0.361816
1142,0.376420
1143,0.389987
1144,0.368519
1145,0.419199
1146,0.365247
1147,0.425221
1148,0.390145
1149,0.380943
1150,0.374419
1151,0.355881
1152,0.370818
1153,0.377412
1154,0.401830
1155,0.361368
1156,0.376212
1157,0.359462
1158,0.404192
1159,0.363699
1160,0.365354
1161,0.374540
1162,0.421103
1163,0.361659
1164,0.372791
1165,0.357742
1166,0.367262
1167,0.368083
1168,0.358712
1169,0.377766
1170,0.410433
1171,0.354371
1172,0.368042
1173,0.362968
1174,0.411930
1175,0.364496
1176,0.381460
1177,0.396092
1178,0.378349
1179,0.350070
1180,0.350385
1181,0.372218
1182,0.366315
1183,0.362486
1184,0.367378
1185,0.370686
1186,0.388698
1187,0.395238
1188,0.377872
1189,0.347104
1190,0.396324
1191,0.393809
1192,0.356223
1193,0.345776
1194,0.387877
1195,0.384367
1196,0.374557
1197,0.360745
1198,0.381136
1199,0.386648
1200,0.367544
1201,0.346235
1202,0.395126
1203,0.404207
1204,0.384569
1205,0.369169
1206,0.366592
1207,0.390461
1208,0.357603
1209,0.372489
1210,0.391799
1211,0.355262
1212,0.360911
1213,0.346702
1214,0.353307
1215,0.354049
1216,0.350954
1217,0.363179
1218,0.398092
1219,0.370482
1220,0.416650
1221,0.379889
1222,0.362686
1223,0.442006
1224,0.379322
1225,0.361766
1226,0.358794
1227,0.377554
1228,0.366934
1229,0.365675
1230,0.370331
1231,0.390012
1232,0.355243
1233,0.379458
1234,0.390244
1235,0.369127
1236,0.348319
1237,0.383499
1238,0.348434
1239,0.359832
1240,0.358398
1241,0.374874
1242,0.351573
1243,0.361974
1244,0.368381
1245,0.388352
1246,0.381975
1247,0.382238
1248,0.393555
1249,0.369518
1250,0.360486
1251,0.385921
1252,0.382787
1253,0.411716
1254,0.349842
1255,0.358541
1256,0.379278
1257,0.352188
1258,0.379716
1259,0.383603
1260,0.349300
1261,0.377696
1262,0.359941
1263,0.436794
1264,0.356397
1265,0.373065
1266,0.396770
1267,0.375981
1268,0.387837
1269,0.369919
1270,0.358020
1271,0.418279
1272,0.418499
1273,0.379410
1274,0.357861
1275,0.353594
1276,0.389509
1277,0.366257
1278,0.381788
1279,0.370620
1280,0.350362
1281,0.392718
1282,0.373992
1283,0.361344
1284,0.381225
1285,0.371654
1286,0.356444
1287,0.365785
1288,0.382808
1289,0.363146
1290,0.356473
1291,0.418455
1292,0.374433
1293,0.404736
1294,0.379029
1295,0.349475
1296,0.367182
1297,0.389498
1298,0.385259
1299,0.386256
1300,0.358954
1301,0.356857
1302,0.351063
1303,0.380890
1304,0.361814
1305,0.358434
1306,0.366299
1307,0.370885
1308,0.407623
1309,0.360987
1310,0.368518
1311,0.357081
1312,0.377043
1313,0.366303
1314,0.405284
1315,0.358113
1316,0.347956
1317,0.372197
1318,0.354914
1319,0.403900
1320,0.355015
1321,0.361889
1322,0.360596
1323,0.363757
1324,0.359571
1325,0.414656
1326,0.359453
1327,0.364875
1328,0.365556
1329,0.348329
1330,0.370832
1331,0.371273
1332,0.416682
1333,0.398708
1334,0.373276
1335,0.383578
1336,0.379510
1337,0.400875
1338,0.350024
1339,0.375964
1340,0.384844
1341,0.410535
1342,0.377479
1343,0.350156
1344,0.377511
1345,0.391655
1346,0.361710
1347,0.367077
1348,0.425652
1349,0.368389
1350,0.347117
1351,0.358772
1352,0.453891
1353,0.357334
1354,0.406801
1355,0.357097
1356,0.354148
1357,0.369789
1358,0.347755
1359,0.371535
1360,0.350640
1361,0.361609
1362,0.424528
1363,0.370691
1364,0.372259
1365,0.407594
1366,0.364971
1367,0.372637
1368,0.348376
1369,0.390075
1370,0.367455
1371,0.376549
1372,0.379489
1373,0.364537
1374,0.398652
1375,0.383992
1376,0.386496
1377,0.457406
1378,0.366317
1379,0.420446
1380,0.369405
1381,0.414588
1382,0.389387
1383,0.381144
1384,0.358625
1385,0.363240
1386,0.415139
1387,0.369284
1388,0.404411
1389,0.373543
1390,0.415525
1391,0.426372
1392,0.345763
1393,0.374938
1394,0.382989
1395,0.385961
1396,0.367205
1397,0.353498
1398,0.370222
1399,0.400670
1400,0.372556
1401,0.365501
1402,0.370943
1403,0.362257
1404,0.370879
1405,0.378896
1406,0.360072
1407,0.399216
1408,0.407460
1409,0.350021
1410,0.365900
1411,0.380537
1412,0.355559
1413,0.372073
1414,0.362863
1415,0.386115
1416,0.367154
1417,0.366860
1418,0.384817
1419,0.433846
1420,0.370575
1421,0.364848
1422,0.408184
1423,0.364493
1424,0.349160
1425,0.382203
1426,0.370878
1427,0.408453
1428,0.371368
1429,0.366358
1430,0.351193
1431,0.385428
1432,0.411113
1433,0.366185
1434,0.350370
1435,0.371075
1436,0.368277
1437,0.358456
1438,0.383280
1439,0.351929
1440,0.353045
1441,0.381546
1442,0.364140
1443,0.369483
1444,0.423438
1445,0.384480
1446,0.388154
1447,0.370341
1448,0.348614
1449,0.374113
1450,0.411699
1451,0.366718
1452,0.361865
1453,0.359564
1454,0.388750
1455,0.353502
1456,0.377415
1457,0.437252
1458,0.397372
1459,0.413814
1460,0.372808
1461,0.380702
1462,0.387232
1463,0.406778
1464,0.379268
1465,0.352712
1466,0.407427
1467,0.384300
1468,0.408090
1469,0.372132
1470,0.383075
1471,0.375593
1472,0.357710
1473,0.378494
1474,0.368417
1475,0.364062
1476,0.373783
1477,0.371822
1478,0.365795
1479,0.378447
1480,0.371045
1481,0.372509
1482,0.374675
1483,0.355541
1484,0.346226
1485,0.391845
1486,0.359294
1487,0.396669
1488,0.402596
1489,0.392321
1490,0.375530
1491,0.386637
1492,0.397984
1493,0.394052
1494,0.375091
1495,0.356709
1496,0.370061
1497,0.390339
1498,0.393027
1499,0.424761
1500,0.350720
1501,0.378722
1502,0.365266
1503,0.358357
1504,0.372251
1505,0.352909
1506,0.378961
1507,0.354738
1508,0.372399
1509,0.396791
1510,0.364399
1511,0.393043
1512,0.364301
1513,0.358936
1514,0.379875
1515,0.354843
1516,0.363942
1517,0.391831
1518,0.388300
1519,0.369295
1520,0.389997
1521,0.377158
1522,0.352616
1523,0.362972
1524,0.380642
1525,0.406425
1526,0.439987
1527,0.369043
1528,0.346914
1529,0.439452
1530,0.406814
1531,0.361103
1532,0.360400
1533,0.384044
1534,0.375370
1535,0.370745
1536,0.411678
1537,0.379589
1538,0.364115
1539,0.359237
1540,0.379939
1541,0.365380
1542,0.365555
1543,0.382026
1544,0.365170
1545,0.425973
1546,0.362437
1547,0.355539
1548,0.349068
1549,0.373845
1550,0.375463
1551,0.388619
1552,0.352407
1553,0.367412
1554,0.364405
1555,0.349188
1556,0.389554
1557,0.360202
1558,0.378777
1559,0.354461
1560,0.373125
1561,0.367099
1562,0.373029
1563,0.378080
1564,0.355155
1565,0.381919
1566,0.357404
1567,0.417547
1568,0.383198
1569,0.440922
1570,0.398359
1571,0.352900
1572,0.361794
1573,0.357050
1574,0.444180
1575,0.387554
1576,0.356804
1577,0.376623
1578,0.360262
1579,0.362772
1580,0.352108
1581,0.359629
1582,0.353194
1583,0.357543
1584,0.360710
1585,0.392638
1586,0.362031
1587,0.369925
1588,0.370715
1589,0.440474
1590,0.386425
1591,0.364735
1592,0.369518
1593,0.353932
1594,0.367038
1595,0.366132
1596,0.363488
1597,0.357797
1598,0.401528
1599,0.359715
1600,0.377151
1601,0.401161
1602,0.364474
1603,0.354517
1604,0.380141
1605,0.364967
1606,0.391270
1607,0.357339
1608,0.364462
1609,0.415923
1610,0.463226
1611,0.361044
1612,0.401672
1613,0.375890
1614,0.358705
1615,0.403046
1616,0.401339
1617,0.373529
1618,0.413813
1619,0.359886
1620,0.408141
1621,0.394906
1622,0.365718
1623,0.419201
1624,0.359940
1625,0.366098
1626,0.359432
1627,0.424250
1628,0.361389
1629,0.392538
1630,0.347138
1631,0.370510
1632,0.366300
1633,0.351163
1634,0.365934
1635,0.368992
1636,0.366288
1637,0.367485
1638,0.387099
1639,0.374981
1640,0.397864
1641,0.402742
1642,0.377927
1643,0.351426
1644,0.356966
1645,0.386099
1646,0.357918
1647,0.351171
1648,0.357018
1649,0.373846
1650,0.388563
1651,0.359633
1652,0.370662
1653,0.375379
1654,0.412146
1655,0.368708
1656,0.386107
1657,0.348354
1658,0.371927
1659,0.347266
1660,0.357699
1661,0.368261
1662,0.373224
1663,0.393995
1664,0.362186
1665,0.362540
1666,0.366385
1667,0.358169
1668,0.355851
1669,0.362873
1670,0.371780
1671,0.455014
1672,0.379824
1673,0.349930
1674,0.347378
1675,0.387743
1676,0.379862
1677,0.381368
1678,0.368100
1679,0.406173
1680,0.354309
1681,0.391478
1682,0.401332
1683,0.370801
1684,0.363893
1685,0.372811
1686,0.365779
1687,0.366494
1688,0.365567
1689,0.356804
1690,0.364615
1691,0.365055
1692,0.420260
1693,0.367040
1694,0.359291
1695,0.363553
1696,0.377784
1697,0.363051
1698,0.410932
1699,0.381789
1700,0.393136
1701,0.353991
1702,0.374747
1703,0.358188
1704,0.347961
1705,0.360367
1706,0.386794
1707,0.354920
1708,0.423782
1709,0.356436
1710,0.362545
1711,0.374752
1712,0.426543
1713,0.388749
1714,0.379610
1715,0.347705
1716,0.353160
1717,0.393526
1718,0.395684
1719,0.365396
1720,0.430434
1721,0.354201
1722,0.395331
1723,0.388903
1724,0.403760
1725,0.363357
1726,0.406653
1727,0.398095
1728,0.346691
1729,0.355138
1730,0.376287
1731,0.399025
1732,0.371635
1733,0.422893
1734,0.412816
1735,0.353752
1736,0.348473
1737,0.410864
1738,0.361789
1739,0.373912
1740,0.379220
1741,0.364647
1742,0.370942
1743,0.359187
1744,0.378158
1745,0.357252
1746,0.388891
1747,0.385727
1748,0.419159
1749,0.401166
1750,0.358968
1751,0.371647
1752,0.363707
1753,0.351460
1754,0.375957
1755,0.377347
1756,0.362049
1757,0.366169
1758,0.433613
1759,0.376779
1760,0.350997
1761,0.372974
1762,0.382448
1763,0.353438
1764,0.392304
1765,0.397125
1766,0.354971
1767,0.368110
1768,0.385116
1769,0.366432
1770,0.365206
1771,0.366296
1772,0.397556
1773,0.357725
1774,0.368111
1775,0.387425
1776,0.357023
1777,0.377503
1778,0.368296
1779,0.362583
1780,0.345955
1781,0.371736
1782,0.411201
1783,0.384857
1784,0.361369
1785,0.360663
1786,0.357003
1787,0.382893
1788,0.350350
1789,0.358291
1790,0.440204
1791,0.347433
1792,0.360851
1793,0.437558
1794,0.375260
1795,0.380515
1796,0.411872
1797,0.380211
1798,0.380514
1799,0.365947
1800,0.405768
1801,0.452193
1802,0.372932
1803,0.372677
1804,0.380876
1805,0.386266
1806,0.353348
1807,0.410671
1808,0.407122
1809,0.348414
1810,0.403751
1811,0.370289
1812,0.368657
1813,0.406468
1814,0.375187
1815,0.373677
1816,0.358815
1817,0.392788
1818,0.380888
1819,0.384630
1820,0.363787
1821,0.366600
1822,0.370358
1823,0.358358
1824,0.387762
1825,0.359930
1826,0.395263
1827,0.378162
1828,0.376234
1829,0.345134
1830,0.351224
1831,0.378646
1832,0.375779
1833,0.367831
1834,0.350197
1835,0.349672
1836,0.348613
1837,0.356933
1838,0.361661
1839,0.374177
1840,0.410406
1841,0.416642
1842,0.374940
1843,0.378809
1844,0.346140
1845,0.381950
1846,0.364860
1847,0.412475
1848,0.369408
1849,0.362090
1850,0.370079
1851,0.354580
1852,0.376746
1853,0.381314
1854,0.423540
1855,0.363247
1856,0.382958
1857,0.395393
1858,0.374517
1859,0.421738
1860,0.358004
1861,0.359768
1862,0.356310
1863,0.383572
1864,0.354675
1865,0.362691
1866,0.367388
1867,0.346493
1868,0.355279
1869,0.366069
1870,0.436889
1871,0.379134
1872,0.358102
